"","state","gender","age","type","freq"
"526","Colorado","Female","35.to.44","Unemployed",16231
"527","Connecticut","Female","35.to.44","Unemployed",15135
"528","Delaware","Female","35.to.44","Unemployed",3196
"529","District of Columbia","Female","35.to.44","Unemployed",3397
"530","Florida","Female","35.to.44","Unemployed",90512
"531","Georgia","Female","35.to.44","Unemployed",46806
"532","Hawaii","Female","35.to.44","Unemployed",3024
"533","Idaho","Female","35.to.44","Unemployed",4430
"534","Illinois","Female","35.to.44","Unemployed",55560
"535","Indiana","Female","35.to.44","Unemployed",26703
"536","Iowa","Female","35.to.44","Unemployed",6072
"537","Kansas","Female","35.to.44","Unemployed",8070
"538","Kentucky","Female","35.to.44","Unemployed",15980
"539","Louisiana","Female","35.to.44","Unemployed",15178
"540","Maine","Female","35.to.44","Unemployed",3913
"541","Maryland","Female","35.to.44","Unemployed",19853
"542","Massachusetts","Female","35.to.44","Unemployed",24652
"543","Michigan","Female","35.to.44","Unemployed",49348
"544","Minnesota","Female","35.to.44","Unemployed",14240
"545","Mississippi","Female","35.to.44","Unemployed",11894
"546","Missouri","Female","35.to.44","Unemployed",19503
"547","Montana","Female","35.to.44","Unemployed",2373
"548","Nebraska","Female","35.to.44","Unemployed",4334
"549","Nevada","Female","35.to.44","Unemployed",13703
"550","New Hampshire","Female","35.to.44","Unemployed",3904
"551","New Jersey","Female","35.to.44","Unemployed",39769
"552","New Mexico","Female","35.to.44","Unemployed",6821
"553","New York","Female","35.to.44","Unemployed",70395
"554","North Carolina","Female","35.to.44","Unemployed",45908
"555","North Dakota","Female","35.to.44","Unemployed",1034
"556","Ohio","Female","35.to.44","Unemployed",43082
"557","Oklahoma","Female","35.to.44","Unemployed",9599
"558","Oregon","Female","35.to.44","Unemployed",15564
"559","Pennsylvania","Female","35.to.44","Unemployed",42551
"560","Rhode Island","Female","35.to.44","Unemployed",4122
"561","South Carolina","Female","35.to.44","Unemployed",21410
"562","South Dakota","Female","35.to.44","Unemployed",1472
"563","Tennessee","Female","35.to.44","Unemployed",27039
"564","Texas","Female","35.to.44","Unemployed",83648
"565","Utah","Female","35.to.44","Unemployed",6453
"566","Vermont","Female","35.to.44","Unemployed",1356
"567","Virginia","Female","35.to.44","Unemployed",24179
"568","Washington","Female","35.to.44","Unemployed",23306
"569","West Virginia","Female","35.to.44","Unemployed",4190
"570","Wisconsin","Female","35.to.44","Unemployed",16766
"571","Wyoming","Female","35.to.44","Unemployed",909
"572","Puerto Rico","Female","35.to.44","Unemployed",26127
"573","Alabama","Female","45.to.54","In.Armed.Forces",260
"574","Alaska","Female","45.to.54","In.Armed.Forces",61
"575","Arizona","Female","45.to.54","In.Armed.Forces",55
"576","Arkansas","Female","45.to.54","In.Armed.Forces",33
"577","California","Female","45.to.54","In.Armed.Forces",506
"578","Colorado","Female","45.to.54","In.Armed.Forces",265
"579","Connecticut","Female","45.to.54","In.Armed.Forces",151
"580","Delaware","Female","45.to.54","In.Armed.Forces",2
"581","District of Columbia","Female","45.to.54","In.Armed.Forces",21
"582","Florida","Female","45.to.54","In.Armed.Forces",590
"583","Georgia","Female","45.to.54","In.Armed.Forces",652
"584","Hawaii","Female","45.to.54","In.Armed.Forces",205
"585","Idaho","Female","45.to.54","In.Armed.Forces",53
"586","Illinois","Female","45.to.54","In.Armed.Forces",142
"587","Indiana","Female","45.to.54","In.Armed.Forces",58
"588","Iowa","Female","45.to.54","In.Armed.Forces",55
"589","Kansas","Female","45.to.54","In.Armed.Forces",118
"590","Kentucky","Female","45.to.54","In.Armed.Forces",67
"591","Louisiana","Female","45.to.54","In.Armed.Forces",94
"592","Maine","Female","45.to.54","In.Armed.Forces",0
"593","Maryland","Female","45.to.54","In.Armed.Forces",585
"594","Massachusetts","Female","45.to.54","In.Armed.Forces",35
"595","Michigan","Female","45.to.54","In.Armed.Forces",84
"596","Minnesota","Female","45.to.54","In.Armed.Forces",55
"597","Mississippi","Female","45.to.54","In.Armed.Forces",104
"598","Missouri","Female","45.to.54","In.Armed.Forces",185
"599","Montana","Female","45.to.54","In.Armed.Forces",14
"600","Nebraska","Female","45.to.54","In.Armed.Forces",16
"601","Nevada","Female","45.to.54","In.Armed.Forces",70
"602","New Hampshire","Female","45.to.54","In.Armed.Forces",33
"603","New Jersey","Female","45.to.54","In.Armed.Forces",183
"604","New Mexico","Female","45.to.54","In.Armed.Forces",68
"605","New York","Female","45.to.54","In.Armed.Forces",163
"606","North Carolina","Female","45.to.54","In.Armed.Forces",410
"607","North Dakota","Female","45.to.54","In.Armed.Forces",0
"608","Ohio","Female","45.to.54","In.Armed.Forces",201
"609","Oklahoma","Female","45.to.54","In.Armed.Forces",54
"610","Oregon","Female","45.to.54","In.Armed.Forces",83
"611","Pennsylvania","Female","45.to.54","In.Armed.Forces",69
"612","Rhode Island","Female","45.to.54","In.Armed.Forces",5
"613","South Carolina","Female","45.to.54","In.Armed.Forces",184
"614","South Dakota","Female","45.to.54","In.Armed.Forces",20
"615","Tennessee","Female","45.to.54","In.Armed.Forces",166
"616","Texas","Female","45.to.54","In.Armed.Forces",755
"617","Utah","Female","45.to.54","In.Armed.Forces",39
"618","Vermont","Female","45.to.54","In.Armed.Forces",40
"619","Virginia","Female","45.to.54","In.Armed.Forces",1419
"620","Washington","Female","45.to.54","In.Armed.Forces",142
"621","West Virginia","Female","45.to.54","In.Armed.Forces",13
"622","Wisconsin","Female","45.to.54","In.Armed.Forces",62
"623","Wyoming","Female","45.to.54","In.Armed.Forces",74
"624","Puerto Rico","Female","45.to.54","In.Armed.Forces",49
"625","Alabama","Female","45.to.54","Employed",226913
"626","Alaska","Female","45.to.54","Employed",39370
"627","Arizona","Female","45.to.54","Employed",286708
"628","Arkansas","Female","45.to.54","Employed",137551
"629","California","Female","45.to.54","Employed",1772022
"630","Colorado","Female","45.to.54","Employed",274253
"631","Connecticut","Female","45.to.54","Employed",221561
"632","Delaware","Female","45.to.54","Employed",51347
"633","District of Columbia","Female","45.to.54","Employed",26325
"634","Florida","Female","45.to.54","Employed",967699
"635","Georgia","Female","45.to.54","Employed",485401
"636","Hawaii","Female","45.to.54","Employed",74122
"637","Idaho","Female","45.to.54","Employed",74962
"638","Illinois","Female","45.to.54","Employed",685289
"639","Indiana","Female","45.to.54","Employed",341237
"640","Iowa","Female","45.to.54","Employed",174580
"641","Kansas","Female","45.to.54","Employed",154745
"642","Kentucky","Female","45.to.54","Employed",213056
"643","Louisiana","Female","45.to.54","Employed",222778
"644","Maine","Female","45.to.54","Employed",83490
"645","Maryland","Female","45.to.54","Employed",362593
"646","Massachusetts","Female","45.to.54","Employed",391489
"647","Michigan","Female","45.to.54","Employed",528911
"648","Minnesota","Female","45.to.54","Employed",322864
"649","Mississippi","Female","45.to.54","Employed",139172
"650","Missouri","Female","45.to.54","Employed",322201
"651","Montana","Female","45.to.54","Employed",56392
"652","Nebraska","Female","45.to.54","Employed",103476
"653","Nevada","Female","45.to.54","Employed",127273
"654","New Hampshire","Female","45.to.54","Employed",89287
"655","New Jersey","Female","45.to.54","Employed",512403
"656","New Mexico","Female","45.to.54","Employed",102187
"657","New York","Female","45.to.54","Employed",1063306
"658","North Carolina","Female","45.to.54","Employed",484866
"659","North Dakota","Female","45.to.54","Employed",39462
"660","Ohio","Female","45.to.54","Employed",635052
"661","Oklahoma","Female","45.to.54","Employed",181163
"662","Oregon","Female","45.to.54","Employed",192544
"663","Pennsylvania","Female","45.to.54","Employed",713686
"664","Rhode Island","Female","45.to.54","Employed",62103
"665","South Carolina","Female","45.to.54","Employed",227396
"666","South Dakota","Female","45.to.54","Employed",47985
"667","Tennessee","Female","45.to.54","Employed",316463
"668","Texas","Female","45.to.54","Employed",1191137
"669","Utah","Female","45.to.54","Employed",107823
"670","Vermont","Female","45.to.54","Employed",41317
"671","Virginia","Female","45.to.54","Employed",457145
"672","Washington","Female","45.to.54","Employed",350247
"673","West Virginia","Female","45.to.54","Employed",88489
"674","Wisconsin","Female","45.to.54","Employed",342118
"675","Wyoming","Female","45.to.54","Employed",31856
"676","Puerto Rico","Female","45.to.54","Employed",125962
"677","Alabama","Female","45.to.54","Unemployed",17781
"678","Alaska","Female","45.to.54","Unemployed",2002
"679","Arizona","Female","45.to.54","Unemployed",24144
"680","Arkansas","Female","45.to.54","Unemployed",8448
"681","California","Female","45.to.54","Unemployed",172503
"682","Colorado","Female","45.to.54","Unemployed",16901
"683","Connecticut","Female","45.to.54","Unemployed",15486
"684","Delaware","Female","45.to.54","Unemployed",3226
"685","District of Columbia","Female","45.to.54","Unemployed",2759
"686","Florida","Female","45.to.54","Unemployed",90849
"687","Georgia","Female","45.to.54","Unemployed",41530
"688","Hawaii","Female","45.to.54","Unemployed",2891
"689","Idaho","Female","45.to.54","Unemployed",4406
"690","Illinois","Female","45.to.54","Unemployed",54261
"691","Indiana","Female","45.to.54","Unemployed",23032
"692","Iowa","Female","45.to.54","Unemployed",6860
"693","Kansas","Female","45.to.54","Unemployed",7956
"694","Kentucky","Female","45.to.54","Unemployed",13779
"695","Louisiana","Female","45.to.54","Unemployed",11862
"696","Maine","Female","45.to.54","Unemployed",4385
"697","Maryland","Female","45.to.54","Unemployed",18453
"698","Massachusetts","Female","45.to.54","Unemployed",24236
"699","Michigan","Female","45.to.54","Unemployed",49132
"700","Minnesota","Female","45.to.54","Unemployed",15796
"701","Mississippi","Female","45.to.54","Unemployed",10071
"702","Missouri","Female","45.to.54","Unemployed",20163
"703","Montana","Female","45.to.54","Unemployed",2399
"704","Nebraska","Female","45.to.54","Unemployed",3867
"705","Nevada","Female","45.to.54","Unemployed",13199
"706","New Hampshire","Female","45.to.54","Unemployed",4704
"707","New Jersey","Female","45.to.54","Unemployed",40200
"708","New Mexico","Female","45.to.54","Unemployed",6188
"709","New York","Female","45.to.54","Unemployed",70214
"710","North Carolina","Female","45.to.54","Unemployed",40178
"711","North Dakota","Female","45.to.54","Unemployed",654
"712","Ohio","Female","45.to.54","Unemployed",42068
"713","Oklahoma","Female","45.to.54","Unemployed",9326
"714","Oregon","Female","45.to.54","Unemployed",15780
"715","Pennsylvania","Female","45.to.54","Unemployed",42372
"716","Rhode Island","Female","45.to.54","Unemployed",4705
"717","South Carolina","Female","45.to.54","Unemployed",21155
"718","South Dakota","Female","45.to.54","Unemployed",1310
"719","Tennessee","Female","45.to.54","Unemployed",22957
"720","Texas","Female","45.to.54","Unemployed",68074
"721","Utah","Female","45.to.54","Unemployed",5522
"722","Vermont","Female","45.to.54","Unemployed",1621
"723","Virginia","Female","45.to.54","Unemployed",22873
"724","Washington","Female","45.to.54","Unemployed",22808
"725","West Virginia","Female","45.to.54","Unemployed",3951
"726","Wisconsin","Female","45.to.54","Unemployed",17532
"727","Wyoming","Female","45.to.54","Unemployed",1220
"728","Puerto Rico","Female","45.to.54","Unemployed",16435
"729","Alabama","Female","75.and.over","Employed",5701
"730","Alaska","Female","75.and.over","Employed",799
"731","Arizona","Female","75.and.over","Employed",6459
"732","Arkansas","Female","75.and.over","Employed",4402
"733","California","Female","75.and.over","Employed",40641
"734","Colorado","Female","75.and.over","Employed",5470
"735","Connecticut","Female","75.and.over","Employed",6886
"736","Delaware","Female","75.and.over","Employed",1646
"737","District of Columbia","Female","75.and.over","Employed",1206
"738","Florida","Female","75.and.over","Employed",29436
"739","Georgia","Female","75.and.over","Employed",8882
"740","Hawaii","Female","75.and.over","Employed",2632
"741","Idaho","Female","75.and.over","Employed",1816
"742","Illinois","Female","75.and.over","Employed",18244
"743","Indiana","Female","75.and.over","Employed",9599
"744","Iowa","Female","75.and.over","Employed",6128
"745","Kansas","Female","75.and.over","Employed",5665
"746","Kentucky","Female","75.and.over","Employed",5568
"747","Louisiana","Female","75.and.over","Employed",6115
"748","Maine","Female","75.and.over","Employed",1906
"749","Maryland","Female","75.and.over","Employed",9221
"750","Massachusetts","Female","75.and.over","Employed",12105
"751","Michigan","Female","75.and.over","Employed",11401
"752","Minnesota","Female","75.and.over","Employed",7516
"753","Mississippi","Female","75.and.over","Employed",3794
"754","Missouri","Female","75.and.over","Employed",8944
"755","Montana","Female","75.and.over","Employed",1833
"756","Nebraska","Female","75.and.over","Employed",4031
"757","Nevada","Female","75.and.over","Employed",3156
"758","New Hampshire","Female","75.and.over","Employed",2046
"759","New Jersey","Female","75.and.over","Employed",14687
"760","New Mexico","Female","75.and.over","Employed",2942
"761","New York","Female","75.and.over","Employed",30405
"762","North Carolina","Female","75.and.over","Employed",11605
"763","North Dakota","Female","75.and.over","Employed",1555
"764","Ohio","Female","75.and.over","Employed",16948
"765","Oklahoma","Female","75.and.over","Employed",6080
"766","Oregon","Female","75.and.over","Employed",4343
"767","Pennsylvania","Female","75.and.over","Employed",21566
"768","Rhode Island","Female","75.and.over","Employed",1488
"769","South Carolina","Female","75.and.over","Employed",5822
"770","South Dakota","Female","75.and.over","Employed",2069
"771","Tennessee","Female","75.and.over","Employed",8784
"772","Texas","Female","75.and.over","Employed",26681
"773","Utah","Female","75.and.over","Employed",1881
"774","Vermont","Female","75.and.over","Employed",1161
"775","Virginia","Female","75.and.over","Employed",10737
"776","Washington","Female","75.and.over","Employed",6373
"777","West Virginia","Female","75.and.over","Employed",2307
"778","Wisconsin","Female","75.and.over","Employed",8940
"779","Wyoming","Female","75.and.over","Employed",839
"780","Puerto Rico","Female","75.and.over","Employed",1751
"781","Alabama","Female","75.and.over","Unemployed",275
"782","Alaska","Female","75.and.over","Unemployed",4
"783","Arizona","Female","75.and.over","Unemployed",575
"784","Arkansas","Female","75.and.over","Unemployed",142
"785","California","Female","75.and.over","Unemployed",3075
"786","Colorado","Female","75.and.over","Unemployed",297
"787","Connecticut","Female","75.and.over","Unemployed",413
"788","Delaware","Female","75.and.over","Unemployed",95
"789","District of Columbia","Female","75.and.over","Unemployed",48
"790","Florida","Female","75.and.over","Unemployed",3060
"791","Georgia","Female","75.and.over","Unemployed",468
"792","Hawaii","Female","75.and.over","Unemployed",174
"793","Idaho","Female","75.and.over","Unemployed",74
"794","Illinois","Female","75.and.over","Unemployed",821
"795","Indiana","Female","75.and.over","Unemployed",554
"796","Iowa","Female","75.and.over","Unemployed",152
"797","Kansas","Female","75.and.over","Unemployed",137
"798","Kentucky","Female","75.and.over","Unemployed",239
"799","Louisiana","Female","75.and.over","Unemployed",168
"800","Maine","Female","75.and.over","Unemployed",27
"801","Maryland","Female","75.and.over","Unemployed",502
"802","Massachusetts","Female","75.and.over","Unemployed",711
"803","Michigan","Female","75.and.over","Unemployed",1057
"804","Minnesota","Female","75.and.over","Unemployed",270
"805","Mississippi","Female","75.and.over","Unemployed",106
"806","Missouri","Female","75.and.over","Unemployed",527
"807","Montana","Female","75.and.over","Unemployed",92
"808","Nebraska","Female","75.and.over","Unemployed",91
"809","Nevada","Female","75.and.over","Unemployed",462
"810","New Hampshire","Female","75.and.over","Unemployed",98
"811","New Jersey","Female","75.and.over","Unemployed",1232
"812","New Mexico","Female","75.and.over","Unemployed",179
"813","New York","Female","75.and.over","Unemployed",1984
"814","North Carolina","Female","75.and.over","Unemployed",634
"815","North Dakota","Female","75.and.over","Unemployed",6
"816","Ohio","Female","75.and.over","Unemployed",830
"817","Oklahoma","Female","75.and.over","Unemployed",193
"818","Oregon","Female","75.and.over","Unemployed",280
"819","Pennsylvania","Female","75.and.over","Unemployed",1121
"820","Rhode Island","Female","75.and.over","Unemployed",136
"821","South Carolina","Female","75.and.over","Unemployed",393
"822","South Dakota","Female","75.and.over","Unemployed",8
"823","Tennessee","Female","75.and.over","Unemployed",542
"824","Texas","Female","75.and.over","Unemployed",1480
"825","Utah","Female","75.and.over","Unemployed",156
"826","Vermont","Female","75.and.over","Unemployed",13
"827","Virginia","Female","75.and.over","Unemployed",342
"828","Washington","Female","75.and.over","Unemployed",416
"829","West Virginia","Female","75.and.over","Unemployed",139
"830","Wisconsin","Female","75.and.over","Unemployed",359
"831","Wyoming","Female","75.and.over","Unemployed",36
"832","Puerto Rico","Female","75.and.over","Unemployed",80
"833","Alabama","Male","16.to.24","In.Armed.Forces",2646
"834","Alaska","Male","16.to.24","In.Armed.Forces",5922
"835","Arizona","Male","16.to.24","In.Armed.Forces",6674
"836","Arkansas","Male","16.to.24","In.Armed.Forces",1660
"837","California","Male","16.to.24","In.Armed.Forces",59166
"838","Colorado","Male","16.to.24","In.Armed.Forces",11306
"839","Connecticut","Male","16.to.24","In.Armed.Forces",3758
"840","Delaware","Male","16.to.24","In.Armed.Forces",988
"841","District of Columbia","Male","16.to.24","In.Armed.Forces",1113
"842","Florida","Male","16.to.24","In.Armed.Forces",17111
"843","Georgia","Male","16.to.24","In.Armed.Forces",18911
"844","Hawaii","Male","16.to.24","In.Armed.Forces",13356
"845","Idaho","Male","16.to.24","In.Armed.Forces",943
"846","Illinois","Male","16.to.24","In.Armed.Forces",8471
"847","Indiana","Male","16.to.24","In.Armed.Forces",705
"848","Iowa","Male","16.to.24","In.Armed.Forces",334
"849","Kansas","Male","16.to.24","In.Armed.Forces",5160
"850","Kentucky","Male","16.to.24","In.Armed.Forces",6482
"851","Louisiana","Male","16.to.24","In.Armed.Forces",4521
"852","Maine","Male","16.to.24","In.Armed.Forces",472
"853","Maryland","Male","16.to.24","In.Armed.Forces",5302
"854","Massachusetts","Male","16.to.24","In.Armed.Forces",1027
"855","Michigan","Male","16.to.24","In.Armed.Forces",828
"856","Minnesota","Male","16.to.24","In.Armed.Forces",401
"857","Mississippi","Male","16.to.24","In.Armed.Forces",4403
"858","Missouri","Male","16.to.24","In.Armed.Forces",8465
"859","Montana","Male","16.to.24","In.Armed.Forces",1278
"860","Nebraska","Male","16.to.24","In.Armed.Forces",1323
"861","Nevada","Male","16.to.24","In.Armed.Forces",2482
"862","New Hampshire","Male","16.to.24","In.Armed.Forces",571
"863","New Jersey","Male","16.to.24","In.Armed.Forces",1676
"864","New Mexico","Male","16.to.24","In.Armed.Forces",2733
"865","New York","Male","16.to.24","In.Armed.Forces",10086
"866","North Carolina","Male","16.to.24","In.Armed.Forces",34115
"867","North Dakota","Male","16.to.24","In.Armed.Forces",2064
"868","Ohio","Male","16.to.24","In.Armed.Forces",2084
"869","Oklahoma","Male","16.to.24","In.Armed.Forces",7026
"870","Oregon","Male","16.to.24","In.Armed.Forces",655
"871","Pennsylvania","Male","16.to.24","In.Armed.Forces",1257
"872","Rhode Island","Male","16.to.24","In.Armed.Forces",663
"873","South Carolina","Male","16.to.24","In.Armed.Forces",14289
"874","South Dakota","Male","16.to.24","In.Armed.Forces",968
"875","Tennessee","Male","16.to.24","In.Armed.Forces",3441
"876","Texas","Male","16.to.24","In.Armed.Forces",32339
"877","Utah","Male","16.to.24","In.Armed.Forces",1447
"878","Vermont","Male","16.to.24","In.Armed.Forces",22
"879","Virginia","Male","16.to.24","In.Armed.Forces",34353
"880","Washington","Male","16.to.24","In.Armed.Forces",16302
"881","West Virginia","Male","16.to.24","In.Armed.Forces",290
"882","Wisconsin","Male","16.to.24","In.Armed.Forces",695
"883","Wyoming","Male","16.to.24","In.Armed.Forces",1028
"884","Puerto Rico","Male","16.to.24","In.Armed.Forces",135
"885","Alabama","Male","16.to.24","Employed",134901
"886","Alaska","Male","16.to.24","Employed",24739
"887","Arizona","Male","16.to.24","Employed",198146
"888","Arkansas","Male","16.to.24","Employed",87312
"889","California","Male","16.to.24","Employed",1072598
"890","Colorado","Male","16.to.24","Employed",165536
"891","Connecticut","Male","16.to.24","Employed",101937
"892","Delaware","Male","16.to.24","Employed",26605
"893","District of Columbia","Male","16.to.24","Employed",15030
"894","Florida","Male","16.to.24","Employed",486693
"895","Georgia","Male","16.to.24","Employed",258759
"896","Hawaii","Male","16.to.24","Employed",36888
"897","Idaho","Male","16.to.24","Employed",52128
"898","Illinois","Male","16.to.24","Employed",381709
"899","Indiana","Male","16.to.24","Employed",200149
"900","Iowa","Male","16.to.24","Employed",117621
"901","Kansas","Male","16.to.24","Employed",102911
"902","Kentucky","Male","16.to.24","Employed",124903
"903","Louisiana","Male","16.to.24","Employed",135818
"904","Maine","Male","16.to.24","Employed",39328
"905","Maryland","Male","16.to.24","Employed",171565
"906","Massachusetts","Male","16.to.24","Employed",207029
"907","Michigan","Male","16.to.24","Employed",285408
"908","Minnesota","Male","16.to.24","Employed",184353
"909","Mississippi","Male","16.to.24","Employed",76050
"910","Missouri","Male","16.to.24","Employed",187925
"911","Montana","Male","16.to.24","Employed",32071
"912","Nebraska","Male","16.to.24","Employed",71174
"913","Nevada","Male","16.to.24","Employed",78219
"914","New Hampshire","Male","16.to.24","Employed",43685
"915","New Jersey","Male","16.to.24","Employed",226571
"916","New Mexico","Male","16.to.24","Employed",62073
"917","New York","Male","16.to.24","Employed",517237
"918","North Carolina","Male","16.to.24","Employed",257330
"919","North Dakota","Male","16.to.24","Employed",31981
"920","Ohio","Male","16.to.24","Employed",340677
"921","Oklahoma","Male","16.to.24","Employed",128655
"922","Oregon","Male","16.to.24","Employed",107311
"923","Pennsylvania","Male","16.to.24","Employed",371862
"924","Rhode Island","Male","16.to.24","Employed",35298
"925","South Carolina","Male","16.to.24","Employed",127446
"926","South Dakota","Male","16.to.24","Employed",31178
"927","Tennessee","Male","16.to.24","Employed",181655
"928","Texas","Male","16.to.24","Employed",821769
"929","Utah","Male","16.to.24","Employed",120962
"930","Vermont","Male","16.to.24","Employed",21338
"931","Virginia","Male","16.to.24","Employed",229052
"932","Washington","Male","16.to.24","Employed",194527
"933","West Virginia","Male","16.to.24","Employed",48252
"934","Wisconsin","Male","16.to.24","Employed",198924
"935","Wyoming","Male","16.to.24","Employed",21793
"936","Puerto Rico","Male","16.to.24","Employed",60640
"937","Alabama","Male","16.to.24","Unemployed",40711
"938","Alaska","Male","16.to.24","Unemployed",5566
"939","Arizona","Male","16.to.24","Unemployed",49778
"940","Arkansas","Male","16.to.24","Unemployed",22558
"941","California","Male","16.to.24","Unemployed",325763
"942","Colorado","Male","16.to.24","Unemployed",37821
"943","Connecticut","Male","16.to.24","Unemployed",27112
"944","Delaware","Male","16.to.24","Unemployed",6114
"945","District of Columbia","Male","16.to.24","Unemployed",4808
"946","Florida","Male","16.to.24","Unemployed",147965
"947","Georgia","Male","16.to.24","Unemployed",82182
"948","Hawaii","Male","16.to.24","Unemployed",7430
"949","Idaho","Male","16.to.24","Unemployed",12186
"950","Illinois","Male","16.to.24","Unemployed",104602
"951","Indiana","Male","16.to.24","Unemployed",49522
"952","Iowa","Male","16.to.24","Unemployed",18434
"953","Kansas","Male","16.to.24","Unemployed",18909
"954","Kentucky","Male","16.to.24","Unemployed",34308
"955","Louisiana","Male","16.to.24","Unemployed",33266
"956","Maine","Male","16.to.24","Unemployed",9599
"957","Maryland","Male","16.to.24","Unemployed",42920
"958","Massachusetts","Male","16.to.24","Unemployed",48120
"959","Michigan","Male","16.to.24","Unemployed",98797
"960","Minnesota","Male","16.to.24","Unemployed",37091
"961","Mississippi","Male","16.to.24","Unemployed",25638
"962","Missouri","Male","16.to.24","Unemployed",44714
"963","Montana","Male","16.to.24","Unemployed",7165
"964","Nebraska","Male","16.to.24","Unemployed",11549
"965","Nevada","Male","16.to.24","Unemployed",23003
"966","New Hampshire","Male","16.to.24","Unemployed",8919
"967","New Jersey","Male","16.to.24","Unemployed",60939
"968","New Mexico","Male","16.to.24","Unemployed",16034
"969","New York","Male","16.to.24","Unemployed",137491
"970","North Carolina","Male","16.to.24","Unemployed",78391
"971","North Dakota","Male","16.to.24","Unemployed",2830
"972","Ohio","Male","16.to.24","Unemployed",95888
"973","Oklahoma","Male","16.to.24","Unemployed",22993
"974","Oregon","Male","16.to.24","Unemployed",31623
"975","Pennsylvania","Male","16.to.24","Unemployed",96033
"976","Rhode Island","Male","16.to.24","Unemployed",9348
"977","South Carolina","Male","16.to.24","Unemployed",39054
"978","South Dakota","Male","16.to.24","Unemployed",4643
"979","Tennessee","Male","16.to.24","Unemployed",50799
"980","Texas","Male","16.to.24","Unemployed",170834
"981","Utah","Male","16.to.24","Unemployed",19359
"982","Vermont","Male","16.to.24","Unemployed",4586
"983","Virginia","Male","16.to.24","Unemployed",52364
"984","Washington","Male","16.to.24","Unemployed",52068
"985","West Virginia","Male","16.to.24","Unemployed",12188
"986","Wisconsin","Male","16.to.24","Unemployed",38671
"987","Wyoming","Male","16.to.24","Unemployed",3138
"988","Puerto Rico","Male","16.to.24","Unemployed",36081
"989","Alabama","Female","16.to.24","In.Armed.Forces",533
"990","Alaska","Female","16.to.24","In.Armed.Forces",910
"991","Arizona","Female","16.to.24","In.Armed.Forces",1311
"992","Arkansas","Female","16.to.24","In.Armed.Forces",222
"993","California","Female","16.to.24","In.Armed.Forces",7464
"994","Colorado","Female","16.to.24","In.Armed.Forces",2271
"995","Connecticut","Female","16.to.24","In.Armed.Forces",573
"996","Delaware","Female","16.to.24","In.Armed.Forces",316
"997","District of Columbia","Female","16.to.24","In.Armed.Forces",68
"998","Florida","Female","16.to.24","In.Armed.Forces",3417
"999","Georgia","Female","16.to.24","In.Armed.Forces",2128
"1000","Hawaii","Female","16.to.24","In.Armed.Forces",2045
"1001","Idaho","Female","16.to.24","In.Armed.Forces",180
"1002","Illinois","Female","16.to.24","In.Armed.Forces",1367
"1003","Indiana","Female","16.to.24","In.Armed.Forces",150
"1004","Iowa","Female","16.to.24","In.Armed.Forces",154
"1005","Kansas","Female","16.to.24","In.Armed.Forces",767
"1006","Kentucky","Female","16.to.24","In.Armed.Forces",515
"1007","Louisiana","Female","16.to.24","In.Armed.Forces",785
"1008","Maine","Female","16.to.24","In.Armed.Forces",60
"1009","Maryland","Female","16.to.24","In.Armed.Forces",1605
"1010","Massachusetts","Female","16.to.24","In.Armed.Forces",159
"1011","Michigan","Female","16.to.24","In.Armed.Forces",140
"1012","Minnesota","Female","16.to.24","In.Armed.Forces",123
"1013","Mississippi","Female","16.to.24","In.Armed.Forces",1035
"1014","Missouri","Female","16.to.24","In.Armed.Forces",2119
"1015","Montana","Female","16.to.24","In.Armed.Forces",260
"1016","Nebraska","Female","16.to.24","In.Armed.Forces",243
"1017","Nevada","Female","16.to.24","In.Armed.Forces",323
"1018","New Hampshire","Female","16.to.24","In.Armed.Forces",46
"1019","New Jersey","Female","16.to.24","In.Armed.Forces",600
"1020","New Mexico","Female","16.to.24","In.Armed.Forces",615
"1021","New York","Female","16.to.24","In.Armed.Forces",1475
"1022","North Carolina","Female","16.to.24","In.Armed.Forces",3612
"1023","North Dakota","Female","16.to.24","In.Armed.Forces",392
"1024","Ohio","Female","16.to.24","In.Armed.Forces",512
"1025","Oklahoma","Female","16.to.24","In.Armed.Forces",1096
"1026","Oregon","Female","16.to.24","In.Armed.Forces",162
"1027","Pennsylvania","Female","16.to.24","In.Armed.Forces",309
"1028","Rhode Island","Female","16.to.24","In.Armed.Forces",132
"1029","South Carolina","Female","16.to.24","In.Armed.Forces",3796
"1030","South Dakota","Female","16.to.24","In.Armed.Forces",196
"1031","Tennessee","Female","16.to.24","In.Armed.Forces",608
"1032","Texas","Female","16.to.24","In.Armed.Forces",7194
"1033","Utah","Female","16.to.24","In.Armed.Forces",523
"1034","Vermont","Female","16.to.24","In.Armed.Forces",17
"1035","Virginia","Female","16.to.24","In.Armed.Forces",7202
"1036","Washington","Female","16.to.24","In.Armed.Forces",2653
"1037","West Virginia","Female","16.to.24","In.Armed.Forces",7
"1038","Wisconsin","Female","16.to.24","In.Armed.Forces",149
"1039","Wyoming","Female","16.to.24","In.Armed.Forces",203
"1040","Puerto Rico","Female","16.to.24","In.Armed.Forces",34
"1041","Alabama","Female","16.to.24","Employed",132218
"1042","Alaska","Female","16.to.24","Employed",23837
"1043","Arizona","Female","16.to.24","Employed",184244
"1044","Arkansas","Female","16.to.24","Employed",83519
"1045","California","Female","16.to.24","Employed",1016524
